Multiple Cause of death,Multiple Cause of death Code,Year,Year Code,Gender,Gender Code,Race,Race Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,socioec quintile,age_midpoint
Heroin,T40.1,1999,1999,Female,F,White,2106-3,60-64 years ,60-64,5,944241,0.5295258307995523,4,62.0
Heroin,T40.1,1999,1999,Female,F,White,2106-3,80-84 years,80-84,5,567406,0.8812032301385604,4,82.0
Heroin,T40.1,1999,1999,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,22350,22.371364653243848,4,27.0
Heroin,T40.1,1999,1999,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,21432,23.329600597237775,4,37.0
Heroin,T40.1,1999,1999,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,19105,26.171159382360635,4,42.0
Heroin,T40.1,1999,1999,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,15683,31.88165529554295,4,47.0
Heroin,T40.1,1999,1999,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,139282,3.589839318792091,4,22.0
Heroin,T40.1,1999,1999,Male,M,Black or African American,2054-5,20-24 years,20-24,5,231010,2.1644084671659236,4,22.0
Heroin,T40.1,1999,1999,Male,M,Black or African American,2054-5,25-29 years,25-29,5,231147,2.16312563001034,4,27.0
Heroin,T40.1,1999,1999,Male,M,Black or African American,2054-5,30-34 years,30-34,5,242700,2.0601565718994643,4,32.0
Heroin,T40.1,1999,1999,Male,M,Black or African American,2054-5,35-39 years,35-39,5,254643,1.9635332602898963,4,37.0
Heroin,T40.1,1999,1999,Male,M,Black or African American,2054-5,45-49 years,45-49,22,183865,11.965301,4,47.0
Heroin,T40.1,1999,1999,Male,M,Black or African American,2054-5,55-59 years,55-59,5,102672,4.869876889512233,4,57.0
Heroin,T40.1,1999,1999,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,81902,6.104857024248492,4,62.0
Heroin,T40.1,1999,1999,Male,M,Black or African American,2054-5,65-69 years,65-69,5,64890,7.7053475111727545,4,67.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,20-24 years,20-24,32,1751502,1.827003,4,22.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,25-29 years,25-29,52,1816641,2.862426,4,27.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,30-34 years,30-34,65,1909040,3.404853,4,32.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,35-39 years,35-39,140,2085647,6.712545,4,37.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,40-44 years,40-44,130,1998452,6.505035,4,42.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,45-49 years,45-49,112,1752736,6.39001,4,47.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,50-54 years,50-54,43,1495879,2.874564,4,52.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,55-59 years,55-59,23,1113011,2.066467,4,57.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,60-64 years ,60-64,5,864611,0.5782947475801257,4,62.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,65-69 years,65-69,5,755188,0.6620867916333416,4,67.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,70-74 years,70-74,5,686118,0.7287376223914837,4,72.0
Heroin,T40.1,1999,1999,Male,M,White,2106-3,80-84 years,80-84,5,340483,1.4685020984894988,4,82.0
Heroin,T40.1,2000,2000,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,17335,28.843380444188057,4,47.0
Heroin,T40.1,2000,2000,Female,F,Black or African American,2054-5,25-29 years,25-29,5,252752,1.978223713363297,4,27.0
Heroin,T40.1,2000,2000,Female,F,Black or African American,2054-5,30-34 years,30-34,5,266028,1.8795014058670516,4,32.0
Heroin,T40.1,2000,2000,Female,F,Black or African American,2054-5,35-39 years,35-39,5,283803,1.7617854638604946,4,37.0
Heroin,T40.1,2000,2000,Female,F,Black or African American,2054-5,40-44 years,40-44,5,260396,1.9201523832931382,4,42.0
Heroin,T40.1,2000,2000,Female,F,Black or African American,2054-5,45-49 years,45-49,5,215865,2.316262478864105,4,47.0
Heroin,T40.1,2000,2000,Female,F,Black or African American,2054-5,50-54 years,50-54,5,173858,2.875910225586398,4,52.0
Heroin,T40.1,2000,2000,Female,F,Black or African American,2054-5,55-59 years,55-59,5,128407,3.8938687143224278,4,57.0
Heroin,T40.1,2000,2000,Female,F,White,2106-3,15-19 years,15-19,5,1678259,0.29792779302837047,4,17.0
Heroin,T40.1,2000,2000,Female,F,White,2106-3,25-29 years,25-29,5,1702878,0.2936205647145597,4,27.0
Heroin,T40.1,2000,2000,Female,F,White,2106-3,40-44 years,40-44,22,2016236,1.091142,4,42.0
Heroin,T40.1,2000,2000,Female,F,White,2106-3,50-54 years,50-54,5,1591777,0.3141143514449574,4,52.0
Heroin,T40.1,2000,2000,Female,F,White,2106-3,55-59 years,55-59,5,1206586,0.4143923433555503,4,57.0
Heroin,T40.1,2000,2000,Female,F,White,2106-3,65-69 years,65-69,5,868460,0.5757317550606822,4,67.0
Heroin,T40.1,2000,2000,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,22082,22.642876551037045,4,32.0
Heroin,T40.1,2000,2000,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,22260,22.461814914645103,4,37.0
Heroin,T40.1,2000,2000,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,20206,24.745125210333565,4,42.0
Heroin,T40.1,2000,2000,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,16890,29.603315571343988,4,47.0
Heroin,T40.1,2000,2000,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,12970,38.55050115651503,4,52.0
Heroin,T40.1,2000,2000,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,8670,57.67012687427913,4,57.0
Heroin,T40.1,2000,2000,Male,M,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,155220,3.2212343770132716,4,27.0
Heroin,T40.1,2000,2000,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,144871,3.4513463702190226,4,32.0
Heroin,T40.1,2000,2000,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,130105,3.8430498443564813,4,42.0
Heroin,T40.1,2000,2000,Male,M,Black or African American,2054-5,20-24 years,20-24,5,236606,2.1132177544102855,4,22.0
Heroin,T40.1,2000,2000,Male,M,Black or African American,2054-5,25-29 years,25-29,5,229390,2.1796939709664764,4,27.0
Heroin,T40.1,2000,2000,Male,M,Black or African American,2054-5,30-34 years,30-34,5,241454,2.070787810514632,4,32.0
Heroin,T40.1,2000,2000,Male,M,Black or African American,2054-5,50-54 years,50-54,5,148942,3.3570114541230813,4,52.0
Heroin,T40.1,2000,2000,Male,M,Black or African American,2054-5,55-59 years,55-59,5,105702,4.730279464910787,4,57.0
Heroin,T40.1,2000,2000,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,84204,5.937960191914874,4,62.0
Heroin,T40.1,2000,2000,Male,M,Black or African American,2054-5,65-69 years,65-69,5,65179,7.671182436060695,4,67.0
Heroin,T40.1,2000,2000,Male,M,Black or African American,2054-5,70-74 years,70-74,5,48015,10.413412475268146,4,72.0
Heroin,T40.1,2000,2000,Male,M,White,2106-3,15-19 years,15-19,5,1776698,0.281420928036166,4,17.0
Heroin,T40.1,2000,2000,Male,M,White,2106-3,20-24 years,20-24,40,1789402,2.235384,4,22.0
Heroin,T40.1,2000,2000,Male,M,White,2106-3,25-29 years,25-29,49,1797923,2.725367,4,27.0
Heroin,T40.1,2000,2000,Male,M,White,2106-3,30-34 years,30-34,67,1897408,3.531133,4,32.0
Heroin,T40.1,2000,2000,Male,M,White,2106-3,35-39 years,35-39,99,2064742,4.794788,4,37.0
Heroin,T40.1,2000,2000,Male,M,White,2106-3,40-44 years,40-44,116,2020137,5.742185,4,42.0
Heroin,T40.1,2000,2000,Male,M,White,2106-3,45-49 years,45-49,78,1795236,4.344833,4,47.0
Heroin,T40.1,2000,2000,Male,M,White,2106-3,50-54 years,50-54,41,1556019,2.634929,4,52.0
Heroin,T40.1,2000,2000,Male,M,White,2106-3,60-64 years ,60-64,5,873569,0.5723646329024954,4,62.0
Heroin,T40.1,2000,2000,Male,M,White,2106-3,65-69 years,65-69,5,753312,0.6637356102119706,4,67.0
Heroin,T40.1,2001,2001,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,21897,22.834178197926658,4,42.0
Heroin,T40.1,2001,2001,Female,F,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,154238,3.241743279866181,4,22.0
Heroin,T40.1,2001,2001,Female,F,Black or African American,2054-5,15-19 years,15-19,5,270541,1.8481487094377562,4,17.0
Heroin,T40.1,2001,2001,Female,F,Black or African American,2054-5,25-29 years,25-29,5,248515,2.011950988873911,4,27.0
Heroin,T40.1,2001,2001,Female,F,Black or African American,2054-5,30-34 years,30-34,5,269817,1.8531078471704896,4,32.0
Heroin,T40.1,2001,2001,Female,F,Black or African American,2054-5,35-39 years,35-39,5,285597,1.7507186700140407,4,37.0
Heroin,T40.1,2001,2001,Female,F,Black or African American,2054-5,40-44 years,40-44,5,270113,1.8510771417888068,4,42.0
Heroin,T40.1,2001,2001,Female,F,Black or African American,2054-5,45-49 years,45-49,5,226008,2.2123110686347385,4,47.0
Heroin,T40.1,2001,2001,Female,F,Black or African American,2054-5,50-54 years,50-54,5,189809,2.6342270387600166,4,52.0
Heroin,T40.1,2001,2001,Female,F,Black or African American,2054-5,55-59 years,55-59,5,134146,3.7272822149001836,4,57.0
Heroin,T40.1,2001,2001,Female,F,White,2106-3,10-14 years,10-14,5,1729740,0.28906078370159677,4,12.0
Heroin,T40.1,2001,2001,Female,F,White,2106-3,15-19 years,15-19,5,1699247,0.29424798160597015,4,17.0
Heroin,T40.1,2001,2001,Female,F,White,2106-3,20-24 years,20-24,5,1754784,0.28493535386691465,4,22.0
Heroin,T40.1,2001,2001,Female,F,White,2106-3,35-39 years,35-39,22,1980207,1.110995,4,37.0
Heroin,T40.1,2001,2001,Female,F,White,2106-3,40-44 years,40-44,23,2051227,1.12128,4,42.0
Heroin,T40.1,2001,2001,Female,F,White,2106-3,50-54 years,50-54,5,1694687,0.29503973300084324,4,52.0
Heroin,T40.1,2001,2001,Female,F,White,2106-3,55-59 years,55-59,5,1256713,0.3978633148539086,4,57.0
Heroin,T40.1,2001,2001,Female,F,White,2106-3,70-74 years,70-74,5,854795,0.5849355693470365,4,72.0
Heroin,T40.1,2001,2001,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,27328,18.29625292740047,4,22.0
Heroin,T40.1,2001,2001,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,23621,21.167605097159306,4,27.0
Heroin,T40.1,2001,2001,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,22975,21.762785636561482,4,32.0
Heroin,T40.1,2001,2001,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,21298,23.476382758944503,4,42.0
Heroin,T40.1,2001,2001,Male,M,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,145301,3.441132545543389,4,37.0
Heroin,T40.1,2001,2001,Male,M,Black or African American,2054-5,20-24 years,20-24,5,251512,1.9879767168166924,4,22.0
Heroin,T40.1,2001,2001,Male,M,Black or African American,2054-5,25-29 years,25-29,5,224332,2.2288393987482835,4,27.0
Heroin,T40.1,2001,2001,Male,M,Black or African American,2054-5,30-34 years,30-34,5,243026,2.0573930361360513,4,32.0
Heroin,T40.1,2001,2001,Male,M,Black or African American,2054-5,35-39 years,35-39,5,256845,1.9466993712161031,4,37.0
Heroin,T40.1,2001,2001,Male,M,Black or African American,2054-5,45-49 years,45-49,21,200032,10.49832,4,47.0
Heroin,T40.1,2001,2001,Male,M,Black or African American,2054-5,50-54 years,50-54,5,163604,3.0561599960881156,4,52.0
Heroin,T40.1,2001,2001,Male,M,Black or African American,2054-5,55-59 years,55-59,5,110767,4.513979795426436,4,57.0
Heroin,T40.1,2001,2001,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,86845,5.757383844780931,4,62.0
Heroin,T40.1,2001,2001,Male,M,Black or African American,2054-5,75-79 years,75-79,5,34784,14.374425022999079,4,77.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,15-19 years,15-19,5,1807707,0.27659349662307003,4,17.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,20-24 years,20-24,41,1858360,2.206246,4,22.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,25-29 years,25-29,46,1748383,2.631002,4,27.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,30-34 years,30-34,59,1917479,3.076957,4,32.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,35-39 years,35-39,86,2022531,4.252098,4,37.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,40-44 years,40-44,95,2057531,4.617184,4,42.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,45-49 years,45-49,72,1849550,3.892839,4,47.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,50-54 years,50-54,43,1655432,2.597509,4,52.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,60-64 years ,60-64,5,905422,0.5522286845250061,4,62.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,65-69 years,65-69,5,751510,0.6653271413554044,4,67.0
Heroin,T40.1,2001,2001,Male,M,White,2106-3,75-79 years,75-79,5,557653,0.8966149200309153,4,77.0
Heroin,T40.1,2002,2002,Female,F,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,23288,21.470285125386464,4,37.0
Heroin,T40.1,2002,2002,Female,F,Black or African American,2054-5,30-34 years,30-34,5,273009,1.83144145431103,4,32.0
Heroin,T40.1,2002,2002,Female,F,Black or African American,2054-5,35-39 years,35-39,5,284175,1.7594791941585293,4,37.0
Heroin,T40.1,2002,2002,Female,F,Black or African American,2054-5,40-44 years,40-44,5,276351,1.8092932538691737,4,42.0
Heroin,T40.1,2002,2002,Female,F,Black or African American,2054-5,45-49 years,45-49,5,236935,2.1102834110621056,4,47.0
Heroin,T40.1,2002,2002,Female,F,Black or African American,2054-5,50-54 years,50-54,5,197182,2.5357284133440174,4,52.0
Heroin,T40.1,2002,2002,Female,F,White,2106-3,15-19 years,15-19,5,1715563,0.2914495124924004,4,17.0
Heroin,T40.1,2002,2002,Female,F,White,2106-3,40-44 years,40-44,22,2057024,1.069506,4,42.0
Heroin,T40.1,2002,2002,Female,F,White,2106-3,45-49 years,45-49,20,1922011,1.040577,4,47.0
Heroin,T40.1,2002,2002,Female,F,White,2106-3,50-54 years,50-54,5,1696690,0.29469142860510755,4,52.0
Heroin,T40.1,2002,2002,Female,F,White,2106-3,60-64 years ,60-64,5,1024952,0.4878277226640857,4,62.0
Heroin,T40.1,2002,2002,Female,F,White,2106-3,70-74 years,70-74,5,841088,0.594468117485923,4,72.0
Heroin,T40.1,2002,2002,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,23239,21.51555574680494,4,37.0
Heroin,T40.1,2002,2002,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,19204,26.03624244948969,4,47.0
Heroin,T40.1,2002,2002,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,14925,33.50083752093803,4,52.0
Heroin,T40.1,2002,2002,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,162426,3.078324898723111,4,32.0
Heroin,T40.1,2002,2002,Male,M,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,147376,3.392682662034524,4,37.0
Heroin,T40.1,2002,2002,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,138286,3.61569500889461,4,42.0
Heroin,T40.1,2002,2002,Male,M,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,74998,6.666844449185312,4,57.0
Heroin,T40.1,2002,2002,Male,M,Black or African American,2054-5,25-29 years,25-29,5,224406,2.2281044178854397,4,27.0
Heroin,T40.1,2002,2002,Male,M,Black or African American,2054-5,30-34 years,30-34,5,245332,2.0380545546443187,4,32.0
Heroin,T40.1,2002,2002,Male,M,Black or African American,2054-5,35-39 years,35-39,5,253963,1.9687907293582136,4,37.0
Heroin,T40.1,2002,2002,Male,M,Black or African American,2054-5,55-59 years,55-59,5,119378,4.188376417765417,4,57.0
Heroin,T40.1,2002,2002,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,89501,5.586529759444028,4,62.0
Heroin,T40.1,2002,2002,Male,M,White,2106-3,20-24 years,20-24,35,1898951,1.843123,4,22.0
Heroin,T40.1,2002,2002,Male,M,White,2106-3,25-29 years,25-29,43,1739432,2.472071,4,27.0
Heroin,T40.1,2002,2002,Male,M,White,2106-3,30-34 years,30-34,56,1914577,2.924928,4,32.0
Heroin,T40.1,2002,2002,Male,M,White,2106-3,35-39 years,35-39,83,1976595,4.19914,4,37.0
Heroin,T40.1,2002,2002,Male,M,White,2106-3,40-44 years,40-44,125,2067296,6.046546,4,42.0
Heroin,T40.1,2002,2002,Male,M,White,2106-3,45-49 years,45-49,97,1895144,5.118345,4,47.0
Heroin,T40.1,2002,2002,Male,M,White,2106-3,50-54 years,50-54,74,1654841,4.471729,4,52.0
Heroin,T40.1,2002,2002,Male,M,White,2106-3,60-64 years ,60-64,5,945636,0.5287446755411174,4,62.0
Heroin,T40.1,2002,2002,Male,M,White,2106-3,65-69 years,65-69,5,755657,0.6616758661667926,4,67.0
Heroin,T40.1,2003,2003,Female,F,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,158655,3.151492231571649,4,42.0
Heroin,T40.1,2003,2003,Female,F,Black or African American,2054-5,30-34 years,30-34,5,273176,1.8303218437930124,4,32.0
Heroin,T40.1,2003,2003,Female,F,Black or African American,2054-5,40-44 years,40-44,5,282712,1.7685842836526215,4,42.0
Heroin,T40.1,2003,2003,Female,F,Black or African American,2054-5,45-49 years,45-49,5,246835,2.025644661413495,4,47.0
Heroin,T40.1,2003,2003,Female,F,Black or African American,2054-5,50-54 years,50-54,5,204024,2.4506920754421047,4,52.0
Heroin,T40.1,2003,2003,Female,F,Black or African American,2054-5,55-59 years,55-59,5,152298,3.2830372033775888,4,57.0
Heroin,T40.1,2003,2003,Female,F,White,2106-3,15-19 years,15-19,5,1732769,0.2885554854686343,4,17.0
Heroin,T40.1,2003,2003,Female,F,White,2106-3,25-29 years,25-29,5,1663528,0.3005660259400503,4,27.0
Heroin,T40.1,2003,2003,Female,F,White,2106-3,35-39 years,35-39,21,1888380,1.112064,4,37.0
Heroin,T40.1,2003,2003,Female,F,White,2106-3,50-54 years,50-54,5,1730465,0.2889396780634107,4,52.0
Heroin,T40.1,2003,2003,Female,F,White,2106-3,60-64 years ,60-64,5,1088747,0.4592435157111799,4,62.0
Heroin,T40.1,2003,2003,Female,F,White,2106-3,65-69 years,65-69,5,882554,0.5665375716386759,4,67.0
Heroin,T40.1,2003,2003,Female,F,White,2106-3,75-79 years,75-79,5,782722,0.6387964053648677,4,77.0
Heroin,T40.1,2003,2003,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,23713,21.085480538101464,4,37.0
Heroin,T40.1,2003,2003,Male,M,American Indian or Alaska Native,1002-5,60-64 years ,60-64,5,7274,68.73797085510036,4,62.0
Heroin,T40.1,2003,2003,Male,M,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,138522,3.609534947517362,4,17.0
Heroin,T40.1,2003,2003,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,167519,2.9847360597902326,4,22.0
Heroin,T40.1,2003,2003,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,168221,2.9722805119455957,4,32.0
Heroin,T40.1,2003,2003,Male,M,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,130950,3.818251240931653,4,47.0
Heroin,T40.1,2003,2003,Male,M,Black or African American,2054-5,15-19 years,15-19,5,295059,1.6945763389694941,4,17.0
Heroin,T40.1,2003,2003,Male,M,Black or African American,2054-5,20-24 years,20-24,5,266114,1.8788940078312302,4,22.0
Heroin,T40.1,2003,2003,Male,M,Black or African American,2054-5,25-29 years,25-29,5,225228,2.219972649936953,4,27.0
Heroin,T40.1,2003,2003,Male,M,Black or African American,2054-5,30-34 years,30-34,5,243772,2.0510969266363652,4,32.0
Heroin,T40.1,2003,2003,Male,M,Black or African American,2054-5,35-39 years,35-39,5,251156,1.9907945659271529,4,37.0
Heroin,T40.1,2003,2003,Male,M,Black or African American,2054-5,50-54 years,50-54,5,176728,2.8292064641709294,4,52.0
Heroin,T40.1,2003,2003,Male,M,Black or African American,2054-5,55-59 years,55-59,5,127470,3.922491566643132,4,57.0
Heroin,T40.1,2003,2003,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,93289,5.359688709279765,4,62.0
Heroin,T40.1,2003,2003,Male,M,Black or African American,2054-5,65-69 years,65-69,5,72570,6.8898994074686515,4,67.0
Heroin,T40.1,2003,2003,Male,M,Black or African American,2054-5,75-79 years,75-79,5,36275,13.783597518952446,4,77.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,20-24 years,20-24,51,1919416,2.657058,4,22.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,25-29 years,25-29,57,1744935,3.266597,4,27.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,30-34 years,30-34,68,1887624,3.602412,4,32.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,35-39 years,35-39,85,1930351,4.403344,4,37.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,40-44 years,40-44,88,2063341,4.264928,4,42.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,45-49 years,45-49,110,1933693,5.688597,4,47.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,50-54 years,50-54,68,1683387,4.039475,4,52.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,55-59 years,55-59,20,1376599,1.452856,4,57.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,60-64 years ,60-64,5,1006722,0.496661441788299,4,62.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,65-69 years,65-69,5,770418,0.6489983359682665,4,67.0
Heroin,T40.1,2003,2003,Male,M,White,2106-3,70-74 years,70-74,5,674421,0.7413766771793879,4,72.0
Heroin,T40.1,2004,2004,Female,F,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,24546,20.36991770553247,4,32.0
Heroin,T40.1,2004,2004,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,24311,20.56682160338941,4,42.0
Heroin,T40.1,2004,2004,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,21446,23.314370978271008,4,47.0
Heroin,T40.1,2004,2004,Female,F,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,170850,2.9265437518290898,4,22.0
Heroin,T40.1,2004,2004,Female,F,Black or African American,2054-5,20-24 years,20-24,5,282299,1.7711717009270314,4,22.0
Heroin,T40.1,2004,2004,Female,F,Black or African American,2054-5,35-39 years,35-39,5,278171,1.797455521963109,4,37.0
Heroin,T40.1,2004,2004,Female,F,Black or African American,2054-5,45-49 years,45-49,5,255685,1.955531220055928,4,47.0
Heroin,T40.1,2004,2004,Female,F,Black or African American,2054-5,50-54 years,50-54,5,211986,2.3586463257007537,4,52.0
Heroin,T40.1,2004,2004,Female,F,White,2106-3,15-19 years,15-19,5,1753427,0.2851558690495812,4,17.0
Heroin,T40.1,2004,2004,Female,F,White,2106-3,40-44 years,40-44,24,2051650,1.16979,4,42.0
Heroin,T40.1,2004,2004,Female,F,White,2106-3,50-54 years,50-54,5,1770410,0.28242045627848916,4,52.0
Heroin,T40.1,2004,2004,Female,F,White,2106-3,55-59 years,55-59,5,1503002,0.3326675546672593,4,57.0
Heroin,T40.1,2004,2004,Female,F,White,2106-3,60-64 years ,60-64,5,1137890,0.4394097847770874,4,62.0
Heroin,T40.1,2004,2004,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,26971,18.538430165733566,4,27.0
Heroin,T40.1,2004,2004,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,25282,19.77691638319753,4,32.0
Heroin,T40.1,2004,2004,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,24115,20.733982998133943,4,37.0
Heroin,T40.1,2004,2004,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,23952,20.875083500334004,4,42.0
Heroin,T40.1,2004,2004,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,171793,2.9104794723882814,4,22.0
Heroin,T40.1,2004,2004,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,172732,2.8946576198967184,4,32.0
Heroin,T40.1,2004,2004,Male,M,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,152754,3.273236707385731,4,37.0
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,25-29 years,25-29,5,232717,2.1485323375602126,4,27.0
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,30-34 years,30-34,5,242911,2.0583670562469383,4,32.0
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,35-39 years,35-39,5,248289,2.0137823262407917,4,37.0
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,40-44 years,40-44,5,259945,1.923483813883706,4,42.0
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,45-49 years,45-49,5,229307,2.180482933360081,4,47.0
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,96934,5.158148843543029,4,62.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,20-24 years,20-24,56,1940005,2.88659,4,22.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,25-29 years,25-29,49,1771486,2.766039,4,27.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,30-34 years,30-34,55,1850513,2.972149,4,32.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,35-39 years,35-39,64,1895997,3.375533,4,37.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,40-44 years,40-44,99,2061202,4.803023,4,42.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,45-49 years,45-49,77,1960651,3.927267,4,47.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,50-54 years,50-54,36,1723166,2.089178,4,52.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,55-59 years,55-59,22,1443497,1.524077,4,57.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,60-64 years ,60-64,5,1054076,0.47434909816749454,4,62.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,65-69 years,65-69,5,790410,0.6325830897888438,4,67.0
Heroin,T40.1,2004,2004,Male,M,White,2106-3,70-74 years,70-74,5,667086,0.7495285465442237,4,72.0
Heroin,T40.1,2005,2005,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,22391,22.330400607386895,4,47.0
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,20-24 years,20-24,5,283934,1.760972620397698,4,22.0
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,35-39 years,35-39,5,279407,1.7895041999663575,4,37.0
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,40-44 years,40-44,5,292334,1.7103723822750687,4,42.0
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,45-49 years,45-49,5,266107,1.8789434325290202,4,47.0
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,50-54 years,50-54,5,219737,2.2754474667443354,4,52.0
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,55-59 years,55-59,5,175824,2.843752843752844,4,57.0
