Census Region,Census Region Code,Year,Year Code,Gender,Gender Code,Single Race 6,Single Race 6 Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,age_midpoint
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,50-54 years,50-54,202,563517,35.8,52.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,55-59 years,55-59,183,609197,30.0,57.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,60-64 years ,60-64,143,574299,24.9,62.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,65-69 years,65-69,55,474097,11.6,67.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,70-74 years,70-74,12,357070,Unreliable,72.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,20-24 years,20-24,25,133097,18.8,22.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,25-29 years,25-29,42,154428,27.2,27.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,30-34 years,30-34,36,138920,25.9,32.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,35-39 years,35-39,38,123656,30.7,37.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,40-44 years,40-44,32,114710,27.9,42.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,45-49 years,45-49,62,113394,54.7,47.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,50-54 years,50-54,51,110603,46.1,52.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,55-59 years,55-59,67,115634,57.9,57.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,60-64 years ,60-64,41,113147,36.2,62.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,65-69 years,65-69,23,90854,25.3,67.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,15-19 years,15-19,21,550979,3.8,17.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,20-24 years,20-24,86,605235,14.2,22.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,25-29 years,25-29,122,618465,19.7,27.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,30-34 years,30-34,188,606476,31.0,32.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,35-39 years,35-39,188,598785,31.4,37.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,40-44 years,40-44,159,548074,29.0,42.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,45-49 years,45-49,112,528249,21.2,47.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,50-54 years,50-54,104,555699,18.7,52.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,55-59 years,55-59,121,612240,19.8,57.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,60-64 years ,60-64,67,610152,11.0,62.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,65-69 years,65-69,27,531180,5.1,67.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,70-74 years,70-74,11,430653,Unreliable,72.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,15-19 years,15-19,12,127406,Unreliable,17.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,20-24 years,20-24,57,129698,43.9,22.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,25-29 years,25-29,83,146833,56.5,27.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,30-34 years,30-34,97,123854,78.3,32.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,35-39 years,35-39,107,104039,102.8,37.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,40-44 years,40-44,109,96746,112.7,42.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,45-49 years,45-49,172,93122,184.7,47.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,50-54 years,50-54,188,93229,201.7,52.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,55-59 years,55-59,209,97218,215.0,57.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,60-64 years ,60-64,161,90551,177.8,62.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,65-69 years,65-69,113,66797,169.2,67.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,70-74 years,70-74,28,46588,60.1,72.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,15-19 years,15-19,44,569688,7.7,17.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,20-24 years,20-24,211,611623,34.5,22.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,25-29 years,25-29,413,639972,64.5,27.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,30-34 years,30-34,434,630778,68.8,32.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,35-39 years,35-39,435,615502,70.7,37.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,40-44 years,40-44,349,563822,61.9,42.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,45-49 years,45-49,305,535019,57.0,47.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,50-54 years,50-54,248,556112,44.6,52.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,55-59 years,55-59,219,596340,36.7,57.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,60-64 years ,60-64,134,577209,23.2,62.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,65-69 years,65-69,50,484295,10.3,67.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,70-74 years,70-74,11,377836,Unreliable,72.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,More than one race,M,20-24 years,20-24,10,29366,Unreliable,22.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,More than one race,M,25-29 years,25-29,11,24982,Unreliable,27.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,20-24 years,20-24,19,132369,Unreliable,22.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,25-29 years,25-29,46,147061,31.3,27.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,30-34 years,30-34,47,144791,32.5,32.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,35-39 years,35-39,72,125333,57.4,37.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,40-44 years,40-44,51,119166,42.8,42.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,45-49 years,45-49,55,110230,49.9,47.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,50-54 years,50-54,71,112798,62.9,52.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,55-59 years,55-59,94,114025,82.4,57.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,60-64 years ,60-64,56,113712,49.2,62.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,65-69 years,65-69,22,93574,23.5,67.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,15-19 years,15-19,22,565900,3.9,17.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,20-24 years,20-24,91,604954,15.0,22.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,25-29 years,25-29,128,602467,21.2,27.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,30-34 years,30-34,166,608013,27.3,32.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,35-39 years,35-39,175,605041,28.9,37.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,40-44 years,40-44,178,567803,31.3,42.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,45-49 years,45-49,124,518166,23.9,47.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,50-54 years,50-54,130,559488,23.2,52.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,55-59 years,55-59,108,597958,18.1,57.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,60-64 years ,60-64,78,613788,12.7,62.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,65-69 years,65-69,38,539824,7.0,67.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,70-74 years,70-74,10,451023,Unreliable,72.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,15-19 years,15-19,15,131463,Unreliable,17.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,20-24 years,20-24,59,127999,46.1,22.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,25-29 years,25-29,96,139080,69.0,27.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,30-34 years,30-34,113,129041,87.6,32.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,35-39 years,35-39,112,107588,104.1,37.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,40-44 years,40-44,117,101369,115.4,42.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,45-49 years,45-49,157,92279,170.1,47.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,50-54 years,50-54,237,97250,243.7,52.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,55-59 years,55-59,263,97550,269.6,57.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,60-64 years ,60-64,215,94094,228.5,62.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,65-69 years,65-69,129,70424,183.2,67.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,70-74 years,70-74,48,49737,96.5,72.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,15-19 years,15-19,57,587677,9.7,17.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,20-24 years,20-24,208,609219,34.1,22.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,25-29 years,25-29,365,616289,59.2,27.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,30-34 years,30-34,457,627640,72.8,32.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,35-39 years,35-39,456,629570,72.4,37.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,40-44 years,40-44,408,593748,68.7,42.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,45-49 years,45-49,315,535230,58.9,47.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,50-54 years,50-54,293,575791,50.9,52.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,55-59 years,55-59,251,598743,41.9,57.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,60-64 years ,60-64,172,595545,28.9,62.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,65-69 years,65-69,65,504837,12.9,67.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,70-74 years,70-74,10,401998,Unreliable,72.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,20-24 years,20-24,14,360439,Unreliable,22.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,25-29 years,25-29,29,412728,7.0,27.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,30-34 years,30-34,27,367068,7.4,32.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,35-39 years,35-39,41,356890,11.5,37.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,40-44 years,40-44,33,319587,10.3,42.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,45-49 years,45-49,28,321312,8.7,47.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,50-54 years,50-54,50,312613,16.0,52.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,55-59 years,55-59,50,311083,16.1,57.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,60-64 years ,60-64,31,273286,11.3,62.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,65-69 years,65-69,10,214069,Unreliable,67.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,15-19 years,15-19,12,892441,Unreliable,17.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,20-24 years,20-24,100,932290,10.7,22.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,25-29 years,25-29,197,1016481,19.4,27.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,30-34 years,30-34,241,986199,24.4,32.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,35-39 years,35-39,257,968247,26.5,37.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,40-44 years,40-44,188,892290,21.1,42.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,45-49 years,45-49,180,954128,18.9,47.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,50-54 years,50-54,197,963344,20.4,52.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,55-59 years,55-59,216,1029172,21.0,57.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,60-64 years ,60-64,108,966557,11.2,62.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,65-69 years,65-69,50,839524,6.0,67.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,70-74 years,70-74,16,702092,Unreliable,72.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,75-79 years,75-79,11,504609,Unreliable,77.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,20-24 years,20-24,28,347118,8.1,22.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,25-29 years,25-29,61,381162,16.0,27.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,30-34 years,30-34,89,316246,28.1,32.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,35-39 years,35-39,93,300098,31.0,37.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,40-44 years,40-44,91,263092,34.6,42.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,45-49 years,45-49,102,265879,38.4,47.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,50-54 years,50-54,138,262160,52.6,52.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,55-59 years,55-59,146,257759,56.6,57.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,60-64 years ,60-64,81,217288,37.3,62.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,65-69 years,65-69,53,159246,33.3,67.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,70-74 years,70-74,17,103938,Unreliable,72.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,15-19 years,15-19,32,924235,3.5,17.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,20-24 years,20-24,253,966444,26.2,22.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,25-29 years,25-29,529,1052728,50.3,27.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,30-34 years,30-34,589,1026188,57.4,32.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,35-39 years,35-39,547,996106,54.9,37.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,40-44 years,40-44,436,905115,48.2,42.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,45-49 years,45-49,373,955952,39.0,47.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,50-54 years,50-54,366,952516,38.4,52.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,55-59 years,55-59,304,993772,30.6,57.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,60-64 years ,60-64,219,895000,24.5,62.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,65-69 years,65-69,70,746207,9.4,67.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,70-74 years,70-74,16,609841,Unreliable,72.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,20-24 years,20-24,21,355684,5.9,22.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,25-29 years,25-29,38,413066,9.2,27.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,30-34 years,30-34,48,377445,12.7,32.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,35-39 years,35-39,39,359830,10.8,37.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,40-44 years,40-44,42,327239,12.8,42.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,45-49 years,45-49,43,323361,13.3,47.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,50-54 years,50-54,48,308037,15.6,52.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,55-59 years,55-59,64,313897,20.4,57.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,60-64 years ,60-64,38,281385,13.5,62.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,65-69 years,65-69,14,223377,Unreliable,67.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,15-19 years,15-19,21,896002,2.3,17.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,20-24 years,20-24,89,929639,9.6,22.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,25-29 years,25-29,200,1008195,19.8,27.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,30-34 years,30-34,278,994614,28.0,32.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,35-39 years,35-39,268,978784,27.4,37.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,40-44 years,40-44,188,901110,20.9,42.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,45-49 years,45-49,199,941149,21.1,47.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,50-54 years,50-54,211,944557,22.3,52.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,55-59 years,55-59,211,1029519,20.5,57.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,60-64 years ,60-64,124,978511,12.7,62.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,65-69 years,65-69,56,857253,6.5,67.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,70-74 years,70-74,20,731715,2.7,72.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,75-79 years,75-79,12,528212,Unreliable,77.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Asian,A,25-29 years,25-29,11,77599,Unreliable,27.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,20-24 years,20-24,39,341340,11.4,22.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,25-29 years,25-29,80,384858,20.8,27.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,30-34 years,30-34,97,328954,29.5,32.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,35-39 years,35-39,109,302761,36.0,37.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,40-44 years,40-44,97,269293,36.0,42.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,45-49 years,45-49,124,265501,46.7,47.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,50-54 years,50-54,133,258138,51.5,52.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,55-59 years,55-59,144,259497,55.5,57.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,60-64 years ,60-64,126,224892,56.0,62.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,65-69 years,65-69,65,165208,39.3,67.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,70-74 years,70-74,16,112043,Unreliable,72.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,15-19 years,15-19,35,926460,3.8,17.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,20-24 years,20-24,241,960690,25.1,22.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,25-29 years,25-29,525,1043471,50.3,27.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,30-34 years,30-34,645,1032944,62.4,32.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,35-39 years,35-39,662,1006010,65.8,37.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,40-44 years,40-44,499,916124,54.5,42.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,45-49 years,45-49,370,940481,39.3,47.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,50-54 years,50-54,369,936102,39.4,52.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,55-59 years,55-59,357,995211,35.9,57.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,60-64 years ,60-64,207,910134,22.7,62.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,65-69 years,65-69,82,760707,10.8,67.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,70-74 years,70-74,21,635431,3.3,72.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,75-79 years,75-79,14,431182,Unreliable,77.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,20-24 years,20-24,32,356655,9.0,22.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,25-29 years,25-29,73,406890,17.9,27.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,30-34 years,30-34,96,392122,24.5,32.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,35-39 years,35-39,89,360399,24.7,37.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,40-44 years,40-44,57,337634,16.9,42.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,45-49 years,45-49,55,321514,17.1,47.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,50-54 years,50-54,59,308138,19.1,52.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,55-59 years,55-59,63,314739,20.0,57.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,60-64 years ,60-64,57,289248,19.7,62.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,65-69 years,65-69,14,232043,Unreliable,67.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,15-19 years,15-19,29,897274,3.2,17.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,20-24 years,20-24,141,938788,15.0,22.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,25-29 years,25-29,254,993578,25.6,27.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,30-34 years,30-34,359,1008321,35.6,32.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,35-39 years,35-39,361,985420,36.6,37.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,40-44 years,40-44,279,920022,30.3,42.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,45-49 years,45-49,271,922485,29.4,47.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,50-54 years,50-54,228,943017,24.2,52.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,55-59 years,55-59,234,1018822,23.0,57.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,60-64 years ,60-64,172,990546,17.4,62.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,65-69 years,65-69,69,879392,7.8,67.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,70-74 years,70-74,20,761167,2.6,72.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Asian,A,35-39 years,35-39,11,79763,Unreliable,37.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,15-19 years,15-19,19,339198,Unreliable,17.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,20-24 years,20-24,93,341506,27.2,22.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,25-29 years,25-29,148,381331,38.8,27.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,30-34 years,30-34,211,344525,61.2,32.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,35-39 years,35-39,182,304310,59.8,37.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,40-44 years,40-44,176,278730,63.1,42.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,45-49 years,45-49,173,263004,65.8,47.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,50-54 years,50-54,166,257369,64.5,52.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,55-59 years,55-59,206,258966,79.5,57.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,60-64 years ,60-64,138,232062,59.5,62.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,65-69 years,65-69,76,171983,44.2,67.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,70-74 years,70-74,35,120251,29.1,72.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,15-19 years,15-19,79,927740,8.5,17.0
