"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Asian"	"A"	"60-64 years "	"60-64"	0	74573	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Asian"	"A"	"65-69 years"	"65-69"	0	63703	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Asian"	"A"	"70-74 years"	"70-74"	0	45405	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Asian"	"A"	"75-79 years"	"75-79"	0	29407	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Asian"	"A"	"80-84 years"	"80-84"	0	19286	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Asian"	"A"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Asian"	"A"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Asian"	"A"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Asian"	"A"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Asian"	"A"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"< 1 year"	"1"	Suppressed	62440	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	Suppressed	261161	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	0	326348	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	0	330937	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	Suppressed	335668	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	12	364414	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	28	412952	6.8
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	24	351700	6.8
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	22	337553	6.5
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	24	303774	7.9
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	34	312576	10.9
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	40	305598	13.1
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	37	312275	11.8
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	29	278171	10.4
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	10	218932	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	0	152415	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	0	105548	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	0	71227	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"< 1 year"	"1"	0	1028	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"1-4 years"	"1-4"	0	4522	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"5-9 years"	"5-9"	0	5409	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"10-14 years"	"10-14"	0	5610	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"15-19 years"	"15-19"	0	5048	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"20-24 years"	"20-24"	0	5213	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"25-29 years"	"25-29"	0	5895	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"30-34 years"	"30-34"	0	6060	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"35-39 years"	"35-39"	0	5714	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"40-44 years"	"40-44"	0	4724	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"45-49 years"	"45-49"	0	4294	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"50-54 years"	"50-54"	0	4139	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"55-59 years"	"55-59"	0	3891	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"60-64 years "	"60-64"	0	3376	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"65-69 years"	"65-69"	0	2472	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"70-74 years"	"70-74"	0	1696	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"75-79 years"	"75-79"	0	1087	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"80-84 years"	"80-84"	0	714	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	0	243696	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	0	993671	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	0	1251000	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	Suppressed	1295384	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	28	1319632	2.1
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	119	1407748	8.5
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	221	1569887	14.1
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	260	1511105	17.2
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	207	1453577	14.2
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	147	1314819	11.2
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	151	1400592	10.8
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	138	1449894	9.5
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	124	1598289	7.8
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"60-64 years "	"60-64"	51	1537320	3.3
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"65-69 years"	"65-69"	20	1337822	1.5
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"70-74 years"	"70-74"	Suppressed	1081497	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"75-79 years"	"75-79"	Suppressed	775723	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"80-84 years"	"80-84"	Suppressed	542804	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"< 1 year"	"1"	0	22445	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"1-4 years"	"1-4"	0	88047	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"5-9 years"	"5-9"	0	109061	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"10-14 years"	"10-14"	0	100132	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"15-19 years"	"15-19"	Suppressed	84159	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"20-24 years"	"20-24"	Suppressed	75949	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"25-29 years"	"25-29"	Suppressed	69708	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"30-34 years"	"30-34"	Suppressed	54394	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"35-39 years"	"35-39"	Suppressed	47986	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"40-44 years"	"40-44"	Suppressed	38818	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"45-49 years"	"45-49"	0	33898	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"50-54 years"	"50-54"	Suppressed	28555	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"55-59 years"	"55-59"	Suppressed	27382	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"60-64 years "	"60-64"	0	22334	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"65-69 years"	"65-69"	0	16469	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"70-74 years"	"70-74"	0	11674	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"75-79 years"	"75-79"	0	7616	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"80-84 years"	"80-84"	0	4489	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"< 1 year"	"1"	0	5258	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"1-4 years"	"1-4"	0	22662	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"5-9 years"	"5-9"	0	27794	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"10-14 years"	"10-14"	0	27774	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"15-19 years"	"15-19"	Suppressed	26586	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"20-24 years"	"20-24"	Suppressed	26935	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"25-29 years"	"25-29"	Suppressed	30428	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"30-34 years"	"30-34"	Suppressed	28199	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"35-39 years"	"35-39"	Suppressed	25570	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"40-44 years"	"40-44"	Suppressed	22353	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"45-49 years"	"45-49"	Suppressed	20828	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"50-54 years"	"50-54"	Suppressed	19036	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"55-59 years"	"55-59"	0	17671	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	0	14530	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	0	10367	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	0	7139	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"75-79 years"	"75-79"	0	4155	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"80-84 years"	"80-84"	0	2175	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"< 1 year"	"1"	0	15057	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"1-4 years"	"1-4"	0	65085	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"5-9 years"	"5-9"	0	81345	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"10-14 years"	"10-14"	0	81446	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"15-19 years"	"15-19"	Suppressed	84105	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"20-24 years"	"20-24"	Suppressed	108488	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"25-29 years"	"25-29"	Suppressed	122151	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"30-34 years"	"30-34"	Suppressed	119158	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"35-39 years"	"35-39"	Suppressed	106403	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"40-44 years"	"40-44"	Suppressed	93187	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"45-49 years"	"45-49"	Suppressed	89525	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"50-54 years"	"50-54"	0	75654	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"55-59 years"	"55-59"	Suppressed	67593	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"60-64 years "	"60-64"	Suppressed	60751	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"65-69 years"	"65-69"	0	50167	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"70-74 years"	"70-74"	0	35776	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"75-79 years"	"75-79"	0	23753	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"80-84 years"	"80-84"	0	14740	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	0	64742	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	Suppressed	267684	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	0	335967	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	0	338653	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	Suppressed	338067	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	29	352526	8.2
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	64	391423	16.4
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	73	313313	23.3
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	88	288281	30.5
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	82	251875	32.6
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	96	258770	37.1
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	110	257638	42.7
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	128	259438	49.3
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	82	219650	37.3
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	55	162685	33.8
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	13	108766	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	Suppressed	68377	Suppressed
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	0	40877	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Other synthetic narcotics"	"T40.4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
