Multiple Cause of death,Multiple Cause of death Code,Year,Year Code,Gender,Gender Code,Race,Race Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,socioec quintile,age_midpoint,LifeYearsLostUnit,LifeYearsLostTotal
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,80-84 years,80-84,5,559282,0.894003382908801,3,82,8.48967451031374,42.4483725515687
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,15-19 years,15-19,5,31531,15.8574101677714,3,17,59.906118084933,299.530590424665
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,31660,15.7927984838913,3,22,55.1913987984765,275.956993992383
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,32579,15.3473096166242,3,32,45.9927274726265,229.963637363133
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,29371,17.0235947022573,3,37,41.4408819963671,207.204409981836
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,25444,19.6509982707122,3,42,36.9334609258006,184.667304629003
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,23487,21.2883722910546,3,47,32.4736866990161,162.36843349508
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,21218,23.5648977283439,3,52,28.1587713717446,140.793856858723
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,20163,24.7978971383227,3,57,24.069470321073,120.347351605365
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,60-64 years,60-64,5,16717,29.9096727881797,3,62,20.2400880199447,101.200440099724
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,65-69 years,65-69,5,12212,40.9433344251556,3,67,16.6502815284512,83.251407642256
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,102588,4.87386438959722,3,17,59.906118084933,299.530590424665
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,121159,4.12680857385749,3,22,55.1913987984765,275.956993992383
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,136731,3.65681520650035,3,32,45.9927274726265,229.963637363133
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,124628,4.01193953204737,3,37,41.4408819963671,207.204409981836
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,106332,4.70225331979084,3,42,36.9334609258006,184.667304629003
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,101631,4.91975873503164,3,47,32.4736866990161,162.36843349508
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,86014,5.81300718487688,3,52,28.1587713717446,140.793856858723
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,< 1 year,< 1,5,70955,7.04671975195547,3,0.5,,
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,1-4 years,1-4,5,293191,1.70537294801,3,2.5,,
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,15-19 years,15-19,5,364293,1.37252156917646,3,17,59.906118084933,299.530590424665
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,20-24 years,20-24,52,370505,14.034898,3,22,55.1913987984765,2869.95273752078
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,25-29 years,25-29,75,415917,18.032444,3,27,50.5686570810089,3792.64928107567
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,30-34 years,30-34,97,341542,28.400607,3,32,45.9927274726265,4461.29456484477
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,35-39 years,35-39,97,300841,32.242946,3,37,41.4408819963671,4019.76555364761
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,40-44 years,40-44,90,266519,33.768699,3,42,36.9334609258006,3324.01148332205
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,45-49 years,45-49,152,262861,57.825238,3,47,32.4736866990161,4936.00037825044
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,50-54 years,50-54,192,257916,74.442842,3,52,28.1587713717446,5406.48410337496
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,55-59 years,55-59,162,264428,61.264314,3,57,24.069470321073,3899.25419201382
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,60-64 years,60-64,115,230411,49.910812,3,62,20.2400880199447,2327.61012229364
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,65-69 years,65-69,66,171156,38.561312,3,67,16.6502815284512,1098.91858087778
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,75-79 years,75-79,5,72770,6.87096330905593,3,77,10.0780202604391,50.3901013021955
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,80-84 years,80-84,5,43645,11.4560659869401,3,82,7.30592113876811,36.5296056938406
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,1-4 years,1-4,5,1085433,0.460645659382016,3,2.5,,
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,10-14 years,10-14,5,1398319,0.3575721991906,3,12,64.8176243226832,324.088121613416
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,15-19 years,15-19,62,1414422,4.383416,3,17,59.906118084933,3714.17932126585
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,20-24 years,20-24,337,1466876,22.973994,3,22,55.1913987984765,18599.5013950866
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,25-29 years,25-29,653,1642123,39.765596,3,27,50.5686570810089,33021.3330738988
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,30-34 years,30-34,736,1601953,45.94392,3,32,45.9927274726265,33850.6474198531
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,35-39 years,35-39,703,1525702,46.07715,3,37,41.4408819963671,29132.9400434461
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,40-44 years,40-44,541,1369730,39.496835,3,42,36.9334609258006,19981.0023608581
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,45-49 years,45-49,428,1393356,30.717204,3,47,32.4736866990161,13898.7379071789
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,50-54 years,50-54,387,1414378,27.361851,3,52,28.1587713717446,10897.4445208651
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,55-59 years,55-59,336,1535336,21.88446,3,57,24.069470321073,8087.34202788051
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,60-64 years,60-64,179,1453314,12.316678,3,62,20.2400880199447,3622.9757555701
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,65-69 years,65-69,69,1238093,5.573087,3,67,16.6502815284512,1148.86942546313
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,75-79 years,75-79,5,663727,0.7533217723552,3,77,10.0780202604391,50.3901013021955
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,5-9 years,5-9,5,35717,13.9989360808579,3,7,74.7297171566532,373.648585783266
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,15-19 years,15-19,5,31257,15.9964168026362,3,17,64.8199054204098,324.099527102049
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,31959,15.6450452141807,3,22,59.9352050495816,299.676025247908
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,34971,14.2975608361214,3,27,55.0931361669851,275.465680834925
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,26266,19.0360161425417,3,42,40.8365263221732,204.182631610866
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,24009,20.8255237619226,3,47,36.1899978913884,180.949989456942
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,22306,22.4154935891688,3,52,31.6580081521774,158.290040760887
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,22366,22.3553608155236,3,57,27.2793120597075,136.396560298538
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,60-64 years,60-64,5,19635,25.4647313470843,3,62,23.0873624933524,115.436812466762
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,101997,4.90210496387149,3,17,64.8199054204098,324.099527102049
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,118061,4.23509880485512,3,22,59.9352050495816,299.676025247908
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,138393,3.61289949636181,3,27,55.0931361669851,275.465680834925
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,146968,3.40210113766262,3,32,50.2919366531769,251.459683265884
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,140412,3.56094920662052,3,37,45.5381516293446,227.690758146723
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,124520,4.0154192097655,3,42,40.8365263221732,204.182631610866
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,117037,4.27215325068141,3,47,36.1899978913884,180.949989456942
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,101822,4.91053014083401,3,52,31.6580081521774,158.290040760887
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,75-79 years,75-79,5,36283,13.7805583882259,3,77,11.6545398511616,58.2726992558082
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,1-4 years,1-4,5,290481,1.7212829754786,3,2.5,,
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,15-19 years,15-19,5,358285,1.39553707244233,3,17,64.8199054204098,324.099527102049
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,20-24 years,20-24,48,381222,12.591089,3,22,59.9352050495816,2876.88984237992
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,25-29 years,25-29,51,427739,11.923159,3,27,55.0931361669851,2809.74994451624
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,30-34 years,30-34,84,395262,21.251727,3,32,50.2919366531769,4224.52267886686
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,35-39 years,35-39,66,352118,18.743717,3,37,45.5381516293446,3005.51800753675
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,40-44 years,40-44,70,327114,21.399268,3,42,40.8365263221732,2858.55684255213
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,45-49 years,45-49,80,316338,25.289406,3,47,36.1899978913884,2895.19983131107
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,50-54 years,50-54,61,306433,19.906472,3,52,31.6580081521774,1931.13849728282
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,55-59 years,55-59,77,315592,24.398591,3,57,27.2793120597075,2100.50702859748
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,60-64 years,60-64,54,296550,18.209408,3,62,23.0873624933524,1246.71757464103
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,65-69 years,65-69,25,237457,10.528222,3,67,19.0472321072889,476.180802682223
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,70-74 years,70-74,5,176875,2.82685512367491,3,72,15.1930969969904,75.9654849849522
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,10-14 years,10-14,5,1332833,0.375140771574533,3,12,69.7648241327349,348.824120663675
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,15-19 years,15-19,47,1358290,3.460233,3,17,64.8199054204098,3046.53555475926
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,20-24 years,20-24,189,1441020,13.11571,3,22,59.9352050495816,11327.7537543709
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,25-29 years,25-29,317,1577684,20.092744,3,27,55.0931361669851,17464.5241649343
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,30-34 years,30-34,412,1574768,26.162584,3,32,50.2919366531769,20720.2779011089
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,35-39 years,35-39,409,1502390,27.223291,3,37,45.5381516293446,18625.104016402
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,40-44 years,40-44,331,1379156,24.000186,3,42,40.8365263221732,13516.8902126393
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,45-49 years,45-49,262,1359200,19.276045,3,47,36.1899978913884,9481.77944754377
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,50-54 years,50-54,210,1420397,14.784599,3,52,31.6580081521774,6648.18171195724
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,55-59 years,55-59,213,1575514,13.519397,3,57,27.2793120597075,5810.4934687177
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,60-64 years,60-64,114,1579058,7.219494,3,62,23.0873624933524,2631.95932424218
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,65-69 years,65-69,42,1410235,2.978227,3,67,19.0472321072889,799.983748506135
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,75-79 years,75-79,5,838387,0.596383293156979,3,77,11.6545398511616,58.2726992558082
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,80-84 years,80-84,5,568693,0.87920899325295,3,82,8.48967451031374,42.4483725515687
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,15-19 years,15-19,5,31684,15.7808357530615,3,17,59.906118084933,299.530590424665
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,31837,15.7049973301505,3,22,55.1913987984765,275.956993992383
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,28,34960,80.091533,3,27,50.5686570810089,1415.92239826825
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,25,33267,75.149548,3,32,45.9927274726265,1149.81818681566
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,23734,21.0668239656189,3,47,32.4736866990161,162.36843349508
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,21461,23.2980755789572,3,52,28.1587713717446,140.793856858723
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,19953,25.0588883877111,3,57,24.069470321073,120.347351605365
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,65-69 years,65-69,5,12792,39.0869293308318,3,67,16.6502815284512,83.251407642256
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,103124,4.84853186455141,3,17,59.906118084933,299.530590424665
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,22,119838,18.358117,3,22,55.1913987984765,1214.21077356648
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,137839,3.6274203962594,3,32,45.9927274726265,229.963637363133
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,108873,4.59250686579776,3,42,36.9334609258006,184.667304629003
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,102734,4.86693791733993,3,47,32.4736866990161,162.36843349508
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,88695,5.63729635266926,3,52,28.1587713717446,140.793856858723
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,60-64 years,60-64,5,70856,7.05656542847465,3,62,20.2400880199447,101.200440099724
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,1-4 years,1-4,5,299381,1.67011266580043,3,2.5,,
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,5-9 years,5-9,5,380720,1.31330111367934,3,7,69.7745635778347,348.872817889174
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,10-14 years,10-14,5,379810,1.31644769753298,3,12,64.8176243226832,324.088121613416
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,15-19 years,15-19,31,361546,8.574289,3,17,59.906118084933,1857.08966063292
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,20-24 years,20-24,119,370214,32.143571,3,22,55.1913987984765,6567.77645701871
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,25-29 years,25-29,152,412854,36.816889,3,27,50.5686570810089,7686.43587631336
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,30-34 years,30-34,188,360048,52.21526,3,32,45.9927274726265,8646.63276485379
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,35-39 years,35-39,174,303308,57.367428,3,37,41.4408819963671,7210.71346736788
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,40-44 years,40-44,175,275867,63.436366,3,42,36.9334609258006,6463.3556620151
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,45-49 years,45-49,232,258359,89.79753,3,47,32.4736866990161,7533.89531417173
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,50-54 years,50-54,244,257016,94.935724,3,52,28.1587713717446,6870.74021470567
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,55-59 years,55-59,249,262116,94.996109,3,57,24.069470321073,5993.29810994716
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,60-64 years,60-64,200,237164,84.329831,3,62,20.2400880199447,4048.01760398894
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,65-69 years,65-69,106,177214,59.814687,3,67,16.6502815284512,1764.92984201583
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,70-74 years,70-74,33,124837,26.434471,3,72,13.2264780885543,436.473776922292
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,75-79 years,75-79,5,75356,6.63517171824407,3,77,10.0780202604391,50.3901013021955
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,80-84 years,80-84,5,45052,11.098286424576,3,82,7.30592113876811,36.5296056938406
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,1-4 years,1-4,5,1044368,0.478758445298975,3,2.5,,
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,10-14 years,10-14,5,1393351,0.358847124665644,3,12,64.8176243226832,324.088121613416
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,15-19 years,15-19,148,1409899,10.497206,3,17,59.906118084933,8866.10547657009
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,20-24 years,20-24,517,1465855,35.269518,3,22,55.1913987984765,28533.9531788124
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,25-29 years,25-29,878,1624543,54.045969,3,27,50.5686570810089,44399.2809171258
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,30-34 years,30-34,1079,1623954,66.442769,3,32,45.9927274726265,49626.152942964
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,35-39 years,35-39,1124,1535121,73.218984,3,37,41.4408819963671,46579.5513639166
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,40-44 years,40-44,849,1400984,60.600264,3,42,36.9334609258006,31356.5083260047
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,45-49 years,45-49,650,1361062,47.756825,3,47,32.4736866990161,21107.8963543604
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,50-54 years,50-54,588,1410051,41.700619,3,52,28.1587713717446,16557.3575665858
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,55-59 years,55-59,524,1512246,34.650447,3,57,24.069470321073,12612.4024482422
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,60-64 years,60-64,308,1468359,20.975797,3,62,20.2400880199447,6233.94711014297
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,65-69 years,65-69,114,1265137,9.010882,3,67,16.6502815284512,1898.13209424344
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,70-74 years,70-74,25,1045963,2.390142,3,72,13.2264780885543,330.661952213857
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,75-79 years,75-79,5,689550,0.725110579363353,3,77,10.0780202604391,50.3901013021955
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,80-84 years,80-84,5,427171,1.17049144253706,3,82,7.30592113876811,36.5296056938406
Other and unspecified narcotics,T40.6,1999,1999,Female,F,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,17612,28.3897342720872,3,32,50.2919366531769,251.459683265884
Other and unspecified narcotics,T40.6,1999,1999,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,17184,29.096834264432,3,42,40.8365263221732,204.182631610866
Other and unspecified narcotics,T40.6,1999,1999,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,14317,34.9235174966823,3,47,36.1899978913884,180.949989456942
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,1-4 years,1-4,5,269119,1.85791415693429,3,2.5,,
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,20-24 years,20-24,5,316311,1.58072276967921,3,22,59.9352050495816,299.676025247908
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,25-29 years,25-29,5,318411,1.57029750856597,3,27,55.0931361669851,275.465680834925
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,35-39 years,35-39,5,338231,1.47827963728931,3,37,45.5381516293446,227.690758146723
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,50-54 years,50-54,5,206764,2.41821593701031,3,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,55-59 years,55-59,5,157203,3.18060087911808,3,57,27.2793120597075,136.396560298538
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,60-64 years,60-64,5,131335,3.80705828606236,3,62,23.0873624933524,115.436812466762
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,20-24 years,20-24,5,1330609,0.375767787531875,3,22,59.9352050495816,299.676025247908
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,25-29 years,25-29,5,1387510,0.360357763187292,3,27,55.0931361669851,275.465680834925
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,50-54 years,50-54,5,1285056,0.389088101997111,3,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,55-59 years,55-59,5,1016169,0.492044138327385,3,57,27.2793120597075,136.396560298538
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,60-64 years,60-64,5,855171,0.584678385960235,3,62,23.0873624933524,115.436812466762
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,80-84 years,80-84,5,515617,0.969712014925807,3,82,8.48967451031374,42.4483725515687
Other and unspecified narcotics,T40.6,1999,1999,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,18045,27.708506511499,3,37,41.4408819963671,207.204409981836
Other and unspecified narcotics,T40.6,1999,1999,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,13191,37.9046319460238,3,47,32.4736866990161,162.36843349508
Other and unspecified narcotics,T40.6,1999,1999,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,10451,47.8423117405033,3,52,28.1587713717446,140.793856858723
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,66065,7.56830394308636,3,37,41.4408819963671,207.204409981836
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,59460,8.40901446350488,3,42,36.9334609258006,184.667304629003
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,29742,16.8112433595589,3,57,24.069470321073,120.347351605365
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,20-24 years,20-24,5,276459,1.80858644500631,3,22,55.1913987984765,275.956993992383
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,30-34 years,30-34,22,266192,8.264711,3,32,45.9927274726265,1011.84000439778
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,35-39 years,35-39,28,282709,9.904177,3,37,41.4408819963671,1160.34469589828
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,40-44 years,40-44,49,262845,18.642166,3,42,36.9334609258006,1809.73958536423
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,45-49 years,45-49,53,216321,24.500626,3,47,32.4736866990161,1721.10539504785
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,50-54 years,50-54,20,167093,11.969382,3,52,28.1587713717446,563.175427434891
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,55-59 years,55-59,5,123463,4.04979629524635,3,57,24.069470321073,120.347351605365
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,60-64 years,60-64,5,99951,5.00245120108853,3,62,20.2400880199447,101.200440099724
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,65-69 years,65-69,5,80357,6.22223328397028,3,67,16.6502815284512,83.251407642256
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,75-79 years,75-79,5,41822,11.955430156377,3,77,10.0780202604391,50.3901013021955
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,15-19 years,15-19,5,1435650,0.348274300839341,3,17,59.906118084933,299.530590424665
