,foundation,granteeName,county,state,zipCode,grantedAmt,addressLine1,fips
1948,BILL & MELINDA GATES FOUNDATION,JSI RESEARCH & TRAINING INSTITUTE INC,Suffolk County,MA,02210,2493215.0,44 FARNSWORTH STREET,25025
1949,BILL & MELINDA GATES FOUNDATION,JSI RESEARCH & TRAINING INSTITUTE INC,Suffolk County,MA,02210,3146250.0,44 FARNSWORTH STREET,25025
1950,BILL & MELINDA GATES FOUNDATION,JSI RESEARCH & TRAINING INSTITUTE INC,Suffolk County,MA,02210,500000.0,44 FARNSWORTH STREET,25025
1951,BILL & MELINDA GATES FOUNDATION,JSI RESEARCH & TRAINING INSTITUTE INC,Suffolk County,MA,02210,250000.0,44 FARNSWORTH STREET,25025
1952,BILL & MELINDA GATES FOUNDATION,JSI RESEARCH & TRAINING INSTITUTE INC,Suffolk County,MA,02210,500000.0,44 FARNSWORTH STREET,25025
1953,BILL & MELINDA GATES FOUNDATION,JUBILEE USA NETWORK INC,District of Columbia,DC,20002,137543.0,110 MARYLAND AVE NE SUITE 210,11001
1954,BILL & MELINDA GATES FOUNDATION,JUNIOR ACHIEVEMENT INDIA SERVICES,,,,1818220.0,,
1955,BILL & MELINDA GATES FOUNDATION,JUNIOR STATE OF AMERICA FOUNDATION,Alameda County,CA,94607,25000.0,70 WASHINGTON STREET SUITE 320,06001
1956,BILL & MELINDA GATES FOUNDATION,JUST-EVOTEC BIOLOGICS INC,King County,WA,98109,2740469.0,401 TERRY AVENUE NORTH,53033
1957,BILL & MELINDA GATES FOUNDATION,JUSTICE FUNDERS INC,Alameda County,CA,94612,15000.0,436 14TH STREET STE 700,06001
1958,BILL & MELINDA GATES FOUNDATION,KADUNA STATE PRIMARY HEALTH CARE BOARD,,,,730352.0,,
1959,BILL & MELINDA GATES FOUNDATION,KAINOMYX INC,Santa Clara County,CA,94304,657084.0,3035 COUNTRY CLUB CT,06085
1960,BILL & MELINDA GATES FOUNDATION,KAIVALYA EDUCATION FOUNDATION,,,,200232.0,,
1961,BILL & MELINDA GATES FOUNDATION,KAIZEN INSTITUTE CONSULTING GROUP AFAE LIMITED,,,,407055.0,,
1962,BILL & MELINDA GATES FOUNDATION,KAIZEN INSTITUTE CONSULTING GROUP AFAE LIMITED,,,,953928.0,,
1963,BILL & MELINDA GATES FOUNDATION,KAMPALA CAPITAL CITY AUTHORITY,,,,1067540.0,,
1964,BILL & MELINDA GATES FOUNDATION,KANDELIA,King County,WA,98118,70000.0,3829B S EDMUNDS ST BOX 9,53033
1965,BILL & MELINDA GATES FOUNDATION,KANO STATE GOVERNMENT THE,,,,472004.0,,
1966,BILL & MELINDA GATES FOUNDATION,KARANDAAZ PAKISTAN,,,,2500000.0,,
1967,BILL & MELINDA GATES FOUNDATION,KARANDAAZ PAKISTAN,,,,2000000.0,,
1968,BILL & MELINDA GATES FOUNDATION,KAROLINSKA INSTITUTET,,,,795810.0,,
1969,BILL & MELINDA GATES FOUNDATION,KAROLINSKA INSTITUTET,,,,15000.0,,
1970,BILL & MELINDA GATES FOUNDATION,KARU PTY LIMITED,,,,764634.0,,
1971,BILL & MELINDA GATES FOUNDATION,KASHA GLOBAL INC,King County,WA,98033,625000.0,12717 NE 106TH LANE,53033
1972,BILL & MELINDA GATES FOUNDATION,KASHA GLOBAL INC,King County,WA,98033,904293.0,12717 NE 106TH LANE,53033
1973,BILL & MELINDA GATES FOUNDATION,KATHOLIEKE UNIVERSITEIT TE LEUVEN,,,,431895.0,,
1974,BILL & MELINDA GATES FOUNDATION,KENT SCHOOL DISTRICT #415,King County,WA,98030,149360.0,12033 SE 256TH ST A200,53033
1975,BILL & MELINDA GATES FOUNDATION,KENYA MEDICAL RESEARCH INSTITUTE,,,,507607.0,,
1976,BILL & MELINDA GATES FOUNDATION,KENYA PAEDIATRIC RESEARCH CONSORTIUM,,,,780200.0,,
1977,BILL & MELINDA GATES FOUNDATION,KENYATTA UNIVERSITY,,,,787905.0,,
1978,BILL & MELINDA GATES FOUNDATION,KEYSTONE SYMPOSIA ON MOLECULAR AND CELLULAR BIOLOGY,Summit County,CO,80498,423491.0,160 US HIGHWAY 6 SUITE 200 PO BOX,08117
1979,BILL & MELINDA GATES FOUNDATION,KHAN ACADEMY INC,Santa Clara County,CA,94042,3000000.0,PO BOX 1630,06085
1980,BILL & MELINDA GATES FOUNDATION,KID RISK INC,Franklin County,OH,43215,301051.0,605 N HIGH ST STE 253,39049
1981,BILL & MELINDA GATES FOUNDATION,KIMBERLY-CLARK CORPORATION,,TX,75261,422000.0,PO BOX 619100,
1982,BILL & MELINDA GATES FOUNDATION,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,,,,1017381.0,,
1983,BILL & MELINDA GATES FOUNDATION,KING COUNTY REGIONAL HOMELESSNESS AUTHORITY,King County,WA,98104,42000.0,400 YESLER WAY STE 600,53033
1984,BILL & MELINDA GATES FOUNDATION,KING COUNTY,King County,WA,98104,303632.0,401 5TH AVE SUITE 1300,53033
1985,BILL & MELINDA GATES FOUNDATION,KINGMAKERS OF OAKLAND,Alameda County,CA,94610,500000.0,745 ARIMO AVENUE,06001
1986,BILL & MELINDA GATES FOUNDATION,KING'S COLLEGE LONDON,,,,1392500.0,,
1987,BILL & MELINDA GATES FOUNDATION,KING'S COLLEGE LONDON,,,,483862.0,,
1988,BILL & MELINDA GATES FOUNDATION,KINTAMPO HEALTH RESEARCH CENTRE,,,,1983396.0,,
1989,BILL & MELINDA GATES FOUNDATION,KINTAMPO HEALTH RESEARCH CENTRE,,,,4258863.0,,
1990,BILL & MELINDA GATES FOUNDATION,KIPP BAY AREA SCHOOLS,Alameda County,CA,94607,400000.0,1000 BROADWAY SUITE 460,06001
1991,BILL & MELINDA GATES FOUNDATION,KIPP FOUNDATION,San Francisco County,CA,94105,1691000.0,135 MAIN STREET SUITE 1700,06075
1992,BILL & MELINDA GATES FOUNDATION,KIRKENS NODHJELP,,,,97269.0,,
1993,BILL & MELINDA GATES FOUNDATION,KITAMBA INC,Essex County,NJ,07042,570163.0,12 BRUNSWICK ROAD,34013
1994,BILL & MELINDA GATES FOUNDATION,KLEO PHARMACEUTICALS INC,New Haven County,CT,06511,1589380.0,25 SCIENCE PARK SUITE 235,09009
1995,BILL & MELINDA GATES FOUNDATION,KNOWLEDGEWORKS FOUNDATION,Hamilton County,OH,45202,300000.0,312 PLUM STREET SUITE 950,39061
1996,BILL & MELINDA GATES FOUNDATION,KNOWLEDGEWORKS FOUNDATION,Hamilton County,OH,45202,270000.0,312 PLUM STREET SUITE 950,39061
1997,BILL & MELINDA GATES FOUNDATION,KNOX EDUCATION FOUNDATION,Knox County,TN,37902,100000.0,912 S GAY ST L210,47093
1998,BILL & MELINDA GATES FOUNDATION,KONINKLIJKE NEDERLANDSE CENTRALE VERENIGING TOT BESTRIJDING DER TUBERCULOSE,,,,767865.0,,
1999,BILL & MELINDA GATES FOUNDATION,KONINKLIJKE NEDERLANDSE CENTRALE VERENIGING TOT BESTRIJDING DER TUBERCULOSE,,,,806459.0,,
2000,BILL & MELINDA GATES FOUNDATION,KT CORPORATION,,,,1194760.0,,
2001,BILL & MELINDA GATES FOUNDATION,KYLE HOUSE GROUP LLC,District of Columbia,DC,20006,336538.0,1747 PENNSYLVANIA AVE NW SUITE 1150,11001
2002,BILL & MELINDA GATES FOUNDATION,KYMAB LIMITED,,,,3321642.0,,
2003,BILL & MELINDA GATES FOUNDATION,LA FONDATION APPRENDRE GENEVE (THE GENEVA LEARNING FOUNDATION),,,,224985.0,,
2004,BILL & MELINDA GATES FOUNDATION,LA JOLLA INSTITUTE FOR IMMUNOLOGY,San Diego County,CA,92037,999999.0,9420 ATHENA CIRCLE,06073
2005,BILL & MELINDA GATES FOUNDATION,LA SOCIETE EDITRICE DU MONDE,,,,535592.0,,
2006,BILL & MELINDA GATES FOUNDATION,LABORATOIRES NEXELIS CANADA INC,,,,1300000.0,,
2007,BILL & MELINDA GATES FOUNDATION,LAKEPHARMA INC,San Mateo County,CA,94002,250000.0,530 HARBOR BOULEVARD,06081
2008,BILL & MELINDA GATES FOUNDATION,LAKESIDE SCHOOL,King County,WA,98125,50000.0,14050 1ST AVE NE,53033
2009,BILL & MELINDA GATES FOUNDATION,LAND O' LAKES INTERNATIONAL DEVELOPMENT,Ramsey County,MN,55164,646486.0,PO BOX 64101 MSC 5120,27123
2010,BILL & MELINDA GATES FOUNDATION,LANDCENT (CHINA) INDUSTRIAL & DEVELOPMENT CO LTD,,,,390615.0,,
2011,BILL & MELINDA GATES FOUNDATION,LANGSTON,King County,WA,98144,5000.0,104 17TH AVE SOUTH,53033
2012,BILL & MELINDA GATES FOUNDATION,LANGUAGE AND LEARNING FOUNDATION,,,,932198.0,,
2013,BILL & MELINDA GATES FOUNDATION,LATINO COMMUNITY FUND OF WASHINGTON STATE,King County,WA,98103,100000.0,PO BOX 30669,53033
2014,BILL & MELINDA GATES FOUNDATION,LATINO STUDENT FUND THE,District of Columbia,DC,20016,10000.0,PO BOX 5403,11001
2015,BILL & MELINDA GATES FOUNDATION,LATINO STUDENT FUND THE,District of Columbia,DC,20016,297200.0,PO BOX 5403,11001
2016,BILL & MELINDA GATES FOUNDATION,LATITUDE PHARMACEUTICALS INC,San Diego County,CA,92131,105837.0,9675 BUSINESSPARK AVENUE,06073
2017,BILL & MELINDA GATES FOUNDATION,LAVENDER RIGHTS PROJECT,Pierce County,WA,98405,70000.0,1004 MARTIN LUTHER KING JUNIOR WAY,53053
2018,BILL & MELINDA GATES FOUNDATION,LEADERSHIP ACADEMY INC THE,Queens County,NY,11101,819210.0,10-27 46TH AVE SUITE 0101,36081
2019,BILL & MELINDA GATES FOUNDATION,LEADERSHIP CONFERENCE EDUCATION FUND INC,District of Columbia,DC,20036,556506.0,1620 L STREET NW SUITE 1100,11001
2020,BILL & MELINDA GATES FOUNDATION,LEADERSHIP ENTERPRISE FOR A DIVERSE AMERICA - LEDA,New York County,NY,10018,100000.0,315 WEST 39TH STREET SUITE 607,36061
2021,BILL & MELINDA GATES FOUNDATION,LEADERSHIP TOMORROW,King County,WA,98101,50800.0,1301 FIFTH AVE SUITE 1500,53033
2022,BILL & MELINDA GATES FOUNDATION,LEADING EDUCATORS INC,Orleans Parish,LA,70113,99597.0,1824 ORETHA CASTLE HALEY BLVD,22071
2023,BILL & MELINDA GATES FOUNDATION,LEADING EDUCATORS INC,Orleans Parish,LA,70113,1041549.0,1824 ORETHA CASTLE HALEY BLVD,22071
2024,BILL & MELINDA GATES FOUNDATION,LEADING EDUCATORS INC,Orleans Parish,LA,70113,249858.0,1824 ORETHA CASTLE HALEY BLVD,22071
2025,BILL & MELINDA GATES FOUNDATION,LEAN LAB THE,Jackson County,MO,64109,375000.0,3105 GILLHAM ROAD SUITE 200,29095
2026,BILL & MELINDA GATES FOUNDATION,LEARN TO EARN DAYTON,Montgomery County,OH,45431,167870.0,4801 SPRINGFIELD STREET,39113
2027,BILL & MELINDA GATES FOUNDATION,LEARN TO EARN DAYTON,Montgomery County,OH,45431,90000.0,4801 SPRINGFIELD STREET,39113
2028,BILL & MELINDA GATES FOUNDATION,LEARNING POLICY INSTITUTE,Santa Clara County,CA,94304,250236.0,1530 PAGE MILL ROAD SUITE 200,06085
2029,BILL & MELINDA GATES FOUNDATION,LEARNING POLICY INSTITUTE,Santa Clara County,CA,94304,650000.0,1530 PAGE MILL ROAD SUITE 200,06085
2030,BILL & MELINDA GATES FOUNDATION,LEARNING POLICY INSTITUTE,Santa Clara County,CA,94304,300000.0,1530 PAGE MILL ROAD SUITE 200,06085
2031,BILL & MELINDA GATES FOUNDATION,LEARNPLATFORM INC,Wake County,NC,27603,125000.0,517 W NORTH ST,37183
2032,BILL & MELINDA GATES FOUNDATION,LEGAL COUNSEL FOR YOUTH AND CHILDREN,King County,WA,98118,100000.0,PO BOX 28629,53033
2033,BILL & MELINDA GATES FOUNDATION,LEGAL FOUNDATION OF WASHINGTON,King County,WA,98101,50000.0,1325 FOURTH AVE STE 1335,53033
2034,BILL & MELINDA GATES FOUNDATION,LEGATUM INSTITUTE FOUNDATION THE,Chester County,PA,19301,200000.0,1536 EAST LANCASTER AVENUE,42029
2035,BILL & MELINDA GATES FOUNDATION,LEGISLATIVE INITIATIVE FOR SUSTAINABLE DEVELOPMENT LTDGTE,,,,200000.0,,
2036,BILL & MELINDA GATES FOUNDATION,LEIDEN UNIVERSITY MEDICAL CENTER,,,,142859.0,,
2037,BILL & MELINDA GATES FOUNDATION,LEIDEN UNIVERSITY MEDICAL CENTER,,,,257589.0,,
2038,BILL & MELINDA GATES FOUNDATION,LEV FOUNDATION,King County,WA,98109,650000.0,2734 WESTLAKE AVE N,53033
2039,BILL & MELINDA GATES FOUNDATION,LEVER FOR CHANGE,Cook County,IL,60603,1500000.0,140 S DEARBORN,17031
2040,BILL & MELINDA GATES FOUNDATION,LG CHEM LTD,,,,3500000.0,,
2041,BILL & MELINDA GATES FOUNDATION,LGENIA INC,Hancock County,IN,46040,351290.0,412 S MAPLE ST STE 104,18059
2042,BILL & MELINDA GATES FOUNDATION,LGENIA INC,Hancock County,IN,46040,1558276.0,412 S MAPLE ST STE 104,18059
2043,BILL & MELINDA GATES FOUNDATION,LINKSBRIDGE SPC,King County,WA,98109,224291.0,808 5TH AVE N,53033
2044,BILL & MELINDA GATES FOUNDATION,LINKSBRIDGE SPC,King County,WA,98109,755508.0,808 5TH AVE N,53033
2045,BILL & MELINDA GATES FOUNDATION,LINKSBRIDGE SPC,King County,WA,98109,577711.0,808 5TH AVE N,53033
2046,BILL & MELINDA GATES FOUNDATION,LITTERA EDUCATION INC,Dutchess County,NY,12590,350000.0,166 MALONEY ROAD,36027
2047,BILL & MELINDA GATES FOUNDATION,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,,,,1048358.0,,
2048,BILL & MELINDA GATES FOUNDATION,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,,,,1430702.0,,
2049,BILL & MELINDA GATES FOUNDATION,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,,,,380000.0,,
2050,BILL & MELINDA GATES FOUNDATION,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,,,,826132.0,,
2051,BILL & MELINDA GATES FOUNDATION,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,,,,516183.0,,
2052,BILL & MELINDA GATES FOUNDATION,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,,,,250000.0,,
2053,BILL & MELINDA GATES FOUNDATION,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,,,,2000000.0,,
2054,BILL & MELINDA GATES FOUNDATION,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,,,,900000.0,,
2055,BILL & MELINDA GATES FOUNDATION,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,,,,181201.0,,
2056,BILL & MELINDA GATES FOUNDATION,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,,,,401919.0,,
2057,BILL & MELINDA GATES FOUNDATION,LIVING CITIES INC THE NATIONAL COMMUNITY DEVELOPMENT INITIATIVE,New York County,NY,10018,1000000.0,1040 AVENUE OF THE AMERICAS FLOOR,36061
2058,BILL & MELINDA GATES FOUNDATION,LOCAL INITIATIVES SUPPORT CORPORATION,New York County,NY,10005,55781.0,28 LIBERTY STREET 34TH FLOOR,36061
2059,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,,,,1395791.0,,
2060,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,,,,541401.0,,
2061,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,,,,1349211.0,,
2062,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,750000.0,,
2063,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,217636.0,,
2064,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,395065.0,,
2065,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,1926305.0,,
2066,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,700000.0,,
2067,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,500000.0,,
2068,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,181482.0,,
2069,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,1000000.0,,
2070,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,195149.0,,
2071,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,965563.0,,
2072,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,328632.0,,
2073,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,358000.0,,
2074,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,269827.0,,
2075,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,500000.0,,
2076,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,622038.0,,
2077,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,309320.0,,
2078,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,329694.0,,
2079,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,779774.0,,
2080,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,385750.0,,
2081,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,276585.0,,
2082,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,113569.0,,
2083,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,650000.0,,
2084,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,1189481.0,,
2085,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,106463.0,,
2086,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,50000.0,,
2087,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,443512.0,,
2088,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,30913.0,,
2089,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,481431.0,,
2090,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,373412.0,,
2091,BILL & MELINDA GATES FOUNDATION,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,,,,554287.0,,
2092,BILL & MELINDA GATES FOUNDATION,LOYOLA MARYMOUNT UNIVERSITY,Los Angeles County,CA,90045,200000.0,1 LMU DRIVE SUITE 2100,06037
2093,BILL & MELINDA GATES FOUNDATION,LOYOLA UNIVERSITY OF CHICAGO,Cook County,IL,60611,50000.0,820 N MICHIGAN AVE LEWIS TOWERS,17031
2094,BILL & MELINDA GATES FOUNDATION,LOYOLA UNIVERSITY OF CHICAGO,Cook County,IL,60611,101009.0,820 N MICHIGAN AVE LEWIS TOWERS,17031
2095,BILL & MELINDA GATES FOUNDATION,LUALABA PROVINCIAL HEALTH DIVISION,,,,450000.0,,
2096,BILL & MELINDA GATES FOUNDATION,LUMEN INC,Multnomah County,OR,97205,228000.0,812 SOUTHWEST WASHINGTON STREET,41051
2097,BILL & MELINDA GATES FOUNDATION,LUMEN INC,Multnomah County,OR,97205,1100000.0,812 SOUTHWEST WASHINGTON STREET,41051
2098,BILL & MELINDA GATES FOUNDATION,LUMINOS FUND,Suffolk County,MA,02109,253937.0,71 COMMERCIAL STREET SUITE 232,25025
2099,BILL & MELINDA GATES FOUNDATION,LUMIRADX UK LIMITED,,,,19995000.0,,
2100,BILL & MELINDA GATES FOUNDATION,LUSAKA WATER AND SEWERAGE COMPANY LIMITED,,,,1400000.0,,
2101,BILL & MELINDA GATES FOUNDATION,LUTHERAN WORLD RELIEF INC,Baltimore city,MD,21230,400000.0,700 LIGHT STREET,24510
2102,BILL & MELINDA GATES FOUNDATION,LYNDRA INC,Bristol County,MA,02742,1120923.0,65 GROVE STREET,25005
2103,BILL & MELINDA GATES FOUNDATION,LYNDRA INC,Bristol County,MA,02742,4221295.0,65 GROVE STREET,25005
2104,BILL & MELINDA GATES FOUNDATION,M&C SAATCHI WORLD SERVICES LLP,,,,448000.0,,
2105,BILL & MELINDA GATES FOUNDATION,M&C SAATCHI WORLD SERVICES LLP,,,,1750047.0,,
2106,BILL & MELINDA GATES FOUNDATION,MEB ALLIANCE FOR EDUCATOR DIVERSITY INC,Travis County,TX,78735,1412873.0,7500 RIALTO BLVD STE 1-270,48453
2107,BILL & MELINDA GATES FOUNDATION,MEB ALLIANCE FOR EDUCATOR DIVERSITY INC,Travis County,TX,78735,450000.0,7500 RIALTO BLVD STE 1-270,48453
2108,BILL & MELINDA GATES FOUNDATION,MEB ALLIANCE FOR EDUCATOR DIVERSITY INC,Travis County,TX,78735,1200000.0,7500 RIALTO BLVD STE 1-270,48453
2109,BILL & MELINDA GATES FOUNDATION,MACMILLAN HOLDINGS LLC,New York County,NY,10271,1133330.0,120 BROADWAY,36061
2110,BILL & MELINDA GATES FOUNDATION,MACRO-EYES INC,King County,WA,98024,131566.0,30002 SE ISSAQUAH-FALL CITY RD,53033
2111,BILL & MELINDA GATES FOUNDATION,MACRO-EYES INC,King County,WA,98024,188492.0,30002 SE ISSAQUAH-FALL CITY RD,53033
2112,BILL & MELINDA GATES FOUNDATION,MACRO-EYES INC,King County,WA,98024,986607.0,30002 SE ISSAQUAH-FALL CITY RD,53033
2113,BILL & MELINDA GATES FOUNDATION,MAISHA MEDS INC,Westmoreland County,VA,22443,560023.0,25 IRVING AVE,51193
2114,BILL & MELINDA GATES FOUNDATION,MAISHA MEDS INC,Westmoreland County,VA,22443,334159.0,25 IRVING AVE,51193
2115,BILL & MELINDA GATES FOUNDATION,MAKERERE UNIVERSITY,,,,498580.0,,
2116,BILL & MELINDA GATES FOUNDATION,MAKERERE UNIVERSITY,,,,355463.0,,
2117,BILL & MELINDA GATES FOUNDATION,MAKERERE UNIVERSITY,,,,250000.0,,
2118,BILL & MELINDA GATES FOUNDATION,MAKERERE UNIVERSITY,,,,2500000.0,,
2119,BILL & MELINDA GATES FOUNDATION,MAKERERE UNIVERSITY,,,,407823.0,,
2120,BILL & MELINDA GATES FOUNDATION,MAKERERE UNIVERSITY,,,,365919.0,,
2121,BILL & MELINDA GATES FOUNDATION,MALALA FUND THE,District of Columbia,DC,20009,1000000.0,PO BOX 53347,11001
2122,BILL & MELINDA GATES FOUNDATION,MALARIA CONSORTIUM,,,,3678270.0,,
2123,BILL & MELINDA GATES FOUNDATION,MALARIA CONSORTIUM,,,,215497.0,,
2124,BILL & MELINDA GATES FOUNDATION,MALARIA CONSORTIUM,,,,1862922.0,,
2125,BILL & MELINDA GATES FOUNDATION,MALARIA CONSORTIUM,,,,395812.0,,
2126,BILL & MELINDA GATES FOUNDATION,MALARIA NO MORE FUND,King County,WA,98102,1800000.0,ATTENTION RICHARD WARDELL 2341,53033
2127,BILL & MELINDA GATES FOUNDATION,MALARIA NO MORE UNITED KINGDOM,,,,2573801.0,,
2128,BILL & MELINDA GATES FOUNDATION,MALARIA PARTNERS INTERNATIONAL,King County,WA,98121,54826.0,300 LENORA STREET 269,53033
2129,BILL & MELINDA GATES FOUNDATION,MALARIA PARTNERS INTERNATIONAL,King County,WA,98121,400000.0,300 LENORA STREET 269,53033
2130,BILL & MELINDA GATES FOUNDATION,MANAGEMENT SCIENCES FOR HEALTH INC,Middlesex County,MA,02155,799618.0,200 RIVERS EDGE DRIVE,25017
2131,BILL & MELINDA GATES FOUNDATION,MANAGEMENT SCIENCES FOR HEALTH INC,Middlesex County,MA,02155,2050000.0,200 RIVERS EDGE DRIVE,25017
2132,BILL & MELINDA GATES FOUNDATION,MANUS BIO INC,Middlesex County,MA,02138,800000.0,1030 MASSACHUSETTS AVENUE SUITE 300,25017
2133,BILL & MELINDA GATES FOUNDATION,MANUSHER JONNO FOUNDATION,,,,499920.0,,
2134,BILL & MELINDA GATES FOUNDATION,MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT FOUNDATION,Maricopa County,AZ,85281,499987.0,2419 W 14TH ST,04013
2135,BILL & MELINDA GATES FOUNDATION,MASIMO CORPORATION,Orange County,CA,92618,1900000.0,52 DISCOVERY,06059
2136,BILL & MELINDA GATES FOUNDATION,MASS INSIGHT EDUCATION AND RESEARCH INSTITUTE INC,Suffolk County,MA,02114,512795.0,69 CANAL STREET 3RD FLOOR,25025
2137,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS EYE AND EAR INFIRMARY,Suffolk County,MA,02114,582691.0,243 CHARLES STREET,25025
2138,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,480750.0,55 FRUIT STREET,25025
2139,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,770590.0,55 FRUIT STREET,25025
2140,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,3965420.0,55 FRUIT STREET,25025
2141,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,2829372.0,55 FRUIT STREET,25025
2142,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,1402506.0,55 FRUIT STREET,25025
2143,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,208628.0,55 FRUIT STREET,25025
2144,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,1402644.0,55 FRUIT STREET,25025
2145,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,597310.0,55 FRUIT STREET,25025
2146,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,3813577.0,55 FRUIT STREET,25025
2147,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,1500000.0,55 FRUIT STREET,25025
2148,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS GENERAL HOSPITAL,Suffolk County,MA,02114,1572375.0,55 FRUIT STREET,25025
2149,BILL & MELINDA GATES FOUNDATION,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,Middlesex County,MA,02139,884778.0,77 MASSACHUSETTS AVENUE NE18-901,25017
